company,industry,year,document_title,document_type,official_source,url,access_date,local_source_path,local_pdf_path,local_text_path,notes
amazon,Technology / digital platforms,2019,Amazon 2019 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/2019-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2019_shareholder_letter.html,,02_extracted_text/amazon/amazon_2019_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2020,"Amazon Form 10-K annual report, fiscal 2020",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2020_sec_10k.html,,02_extracted_text/amazon/amazon_2020_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-21-000004; filing date 2021-02-03; downloaded 2455655 bytes.
amazon,Technology / digital platforms,2020,Amazon 2020 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/2020-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2020_shareholder_letter.html,,02_extracted_text/amazon/amazon_2020_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2021,"Amazon Form 10-K annual report, fiscal 2021",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2021_sec_10k.html,,02_extracted_text/amazon/amazon_2021_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-22-000005; filing date 2022-02-04; downloaded 2415621 bytes.
amazon,Technology / digital platforms,2021,Amazon 2021 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/2021-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2021_shareholder_letter.html,,02_extracted_text/amazon/amazon_2021_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2022,"Amazon Form 10-K annual report, fiscal 2022",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2022_sec_10k.html,,02_extracted_text/amazon/amazon_2022_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-23-000004; filing date 2023-02-03; downloaded 2486192 bytes.
amazon,Technology / digital platforms,2022,Amazon 2022 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/amazon-ceo-andy-jassy-2022-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2022_shareholder_letter.html,,02_extracted_text/amazon/amazon_2022_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2023,"Amazon Form 10-K annual report, fiscal 2023",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2023_sec_10k.html,,02_extracted_text/amazon/amazon_2023_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-24-000008; filing date 2024-02-02; downloaded 1945178 bytes.
amazon,Technology / digital platforms,2023,Amazon 2023 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/amazon-ceo-andy-jassy-2023-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2023_shareholder_letter.html,,02_extracted_text/amazon/amazon_2023_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2024,"Amazon Form 10-K annual report, fiscal 2024",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2024_sec_10k.html,,02_extracted_text/amazon/amazon_2024_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-25-000004; filing date 2025-02-07; downloaded 1922355 bytes.
amazon,Technology / digital platforms,2024,Amazon 2024 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/amazon-ceo-andy-jassy-2024-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2024_shareholder_letter.html,,02_extracted_text/amazon/amazon_2024_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,2025,"Amazon Form 10-K annual report, fiscal 2025",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,2026-04-16,01_raw_sources/amazon/annual_reports/amazon_2025_sec_10k.html,,02_extracted_text/amazon/amazon_2025_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001018724-26-000004; filing date 2026-02-06; downloaded 1968342 bytes.
amazon,Technology / digital platforms,2025,Amazon 2025 shareholder letter,shareholder_letter_html,About Amazon,https://www.aboutamazon.com/news/company-news/amazon-ceo-andy-jassy-2025-letter-to-shareholders,2026-04-16,01_raw_sources/amazon/letters/amazon_2025_shareholder_letter.html,,02_extracted_text/amazon/amazon_2025_shareholder_letter.txt,Official standalone shareholder letter page; already exists.
amazon,Technology / digital platforms,archive,Amazon shareholder letters archive,investor_archive_page,About Amazon,https://www.aboutamazon.com/about-us/shareholder-letters,2026-04-16,01_raw_sources/amazon/investor_pages/amazon_shareholder_letters_archive.html,,,Official shareholder-letter archive page; already exists.
bcg,Industry source,collection,BCG Most Innovative Companies report collection,benchmark_source,BCG,https://www.bcg.com/publications/most-innovative-companies-the-collection,2026-04-16,01_raw_sources/industry_sources/bcg/bcg_collection.html,,02_extracted_text/industry_sources/bcg_collection.txt,Benchmark/supporting source requested by user; downloaded 875598 bytes.
chevron,Oil & gas / energy,2013,Chevron 2013 Annual Report,annual_report_pdf,Chevron annual report archive/page,https://www.chevron.com/-/media/shared-media/documents/Chevron2013AnnualReport.pdf,2026-04-16,,01_raw_sources/chevron/annual_reports/chevron_2013_annual_report.pdf,02_extracted_text/chevron/chevron_2013_annual_report.txt,Official Chevron annual report PDF downloaded from Chevron.com; sha256=e2398e5a665f13193f27dc2e52ba4bde41e15b7d0b8490021055d270facbf3aa; bytes=5041906; text_chars=374272; letter_marker_check=to our stockholders; letter to stockholders; chairman of the board and chief executive officer.
chevron,Oil & gas / energy,2013,"Chevron Form 10-K annual report, fiscal 2013",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341014000011/cvx-123113x10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2013_sec_10k.html,,02_extracted_text/chevron/chevron_2013_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-14-000011; filing date 2014-02-21; downloaded 6583510 bytes.
chevron,Oil & gas / energy,2014,"Chevron Form 10-K annual report, fiscal 2014",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341015000010/cvx-123114x10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2014_sec_10k.html,,02_extracted_text/chevron/chevron_2014_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-15-000010; filing date 2015-02-20; downloaded 5578730 bytes.
chevron,Oil & gas / energy,2015,"Chevron Form 10-K annual report, fiscal 2015",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341016000049/cvx-123115x10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2015_sec_10k.html,,02_extracted_text/chevron/chevron_2015_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-16-000049; filing date 2016-02-25; downloaded 5606365 bytes.
chevron,Oil & gas / energy,2016,"Chevron Form 10-K annual report, fiscal 2016",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341017000013/cvx-123116x10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2016_sec_10k.html,,02_extracted_text/chevron/chevron_2016_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-17-000013; filing date 2017-02-23; downloaded 5806719 bytes.
chevron,Oil & gas / energy,2017,"Chevron Form 10-K annual report, fiscal 2017",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341018000010/cvx12312017-10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2017_sec_10k.html,,02_extracted_text/chevron/chevron_2017_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-18-000010; filing date 2018-02-22; downloaded 5799262 bytes.
chevron,Oil & gas / energy,2018,Chevron 2018 Annual Report,annual_report_pdf,Chevron annual report archive/page,https://www.chevron.com/-/media/chevron/annual-report/2018/documents/2018-Annual-Report.pdf,2026-04-16,,01_raw_sources/chevron/annual_reports/chevron_2018_annual_report.pdf,02_extracted_text/chevron/chevron_2018_annual_report.txt,Official Chevron annual report PDF downloaded from Chevron.com; sha256=23afe67f41b743bbeca1fd478831143bc266ef055622d4c9e5859f96a3a5dec5; bytes=9549481; text_chars=381248; letter_marker_check=to our stockholders; letter to stockholders; chairman of the board and chief executive officer; chairman and chief executive officer; sincerely.
chevron,Oil & gas / energy,2018,"Chevron Form 10-K annual report, fiscal 2018",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341019000008/cvx12312018-10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2018_sec_10k.html,,02_extracted_text/chevron/chevron_2018_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-19-000008; filing date 2019-02-22; downloaded 5789609 bytes.
chevron,Oil & gas / energy,2019,"Chevron Form 10-K annual report, fiscal 2019",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341020000010/cvx12312019-10kdoc.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2019_sec_10k.html,,02_extracted_text/chevron/chevron_2019_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-20-000010; filing date 2020-02-21; downloaded 7782714 bytes.
chevron,Oil & gas / energy,2020,Chevron 2020 Annual Report,annual_report_pdf,Chevron annual report archive/page,https://www.chevron.com/-/media/chevron/annual-report/2020/documents/2020-Annual-Report.pdf,2026-04-16,,01_raw_sources/chevron/annual_reports/chevron_2020_annual_report.pdf,02_extracted_text/chevron/chevron_2020_annual_report.txt,Official Chevron annual report PDF downloaded from Chevron.com; sha256=795606f100c61e29a156fede242931e256b97f4b80f9f60235f0c448764913ab; bytes=9830578; text_chars=683377; letter_marker_check=to our stockholders; chairman of the board and chief executive officer; sincerely.
chevron,Oil & gas / energy,2020,"Chevron Form 10-K annual report, fiscal 2020",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341021000009/cvx-20201231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2020_sec_10k.html,,02_extracted_text/chevron/chevron_2020_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-21-000009; filing date 2021-02-25; downloaded 6836700 bytes.
chevron,Oil & gas / energy,2021,Chevron 2021 Annual Report,annual_report_pdf,Chevron annual report PDF,https://www.chevron.com/-/media/chevron/annual-report/2021/documents/2021-Annual-Report.pdf,2026-04-18,,01_raw_sources/chevron/annual_reports/chevron_2021_annual_report.pdf,02_extracted_text/chevron/chevron_2021_annual_report.txt,Official Chevron annual-report PDF downloaded from Chevron URL pattern; 116 PDF pages; extracted 403190 text characters; contains to our stockholders and Michael K. Wirth CEO/chair signature markers; sha256=006923a3c92be64fd89de49ee5673d3595a6ba7f76210c43009a23acc48888b8.
chevron,Oil & gas / energy,2021,"Chevron Form 10-K annual report, fiscal 2021",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341022000019/cvx-20211231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2021_sec_10k.html,,02_extracted_text/chevron/chevron_2021_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-22-000019; filing date 2022-02-24; downloaded 6757509 bytes.
chevron,Oil & gas / energy,2022,Chevron 2022 Annual Report,annual_report_pdf,Chevron annual report archive/page,https://www.chevron.com/-/media/chevron/annual-report/2022/documents/2022-Annual-Report.pdf,2026-04-16,,01_raw_sources/chevron/annual_reports/chevron_2022_annual_report.pdf,02_extracted_text/chevron/chevron_2022_annual_report.txt,Official Chevron annual report PDF downloaded from Chevron.com; sha256=6efad64410a44f7a09e72d0e3269646cb5cefce47af790569dc56153bd711d2a; bytes=10317708; text_chars=382265; letter_marker_check=to our stockholders; chairman of the board and chief executive officer; sincerely.
chevron,Oil & gas / energy,2022,"Chevron Form 10-K annual report, fiscal 2022",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341023000009/cvx-20221231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2022_sec_10k.html,,02_extracted_text/chevron/chevron_2022_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-23-000009; filing date 2023-02-23; downloaded 6962499 bytes.
chevron,Oil & gas / energy,2023,Chevron 2023 Annual Report,annual_report_pdf,Chevron annual report PDF,https://www.chevron.com/-/media/chevron/annual-report/2023/documents/2023-Annual-Report.pdf,2026-04-18,,01_raw_sources/chevron/annual_reports/chevron_2023_annual_report.pdf,02_extracted_text/chevron/chevron_2023_annual_report.txt,Official Chevron annual-report PDF downloaded from Chevron URL pattern; 114 PDF pages; extracted 389915 text characters; contains to our stockholders and Michael K. Wirth CEO/chair signature markers; sha256=b0877c780dc3c09c1609a3974a485e19060d0d38ca705d22eb8fa45dd515974a.
chevron,Oil & gas / energy,2023,"Chevron Form 10-K annual report, fiscal 2023",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2023_sec_10k.html,,02_extracted_text/chevron/chevron_2023_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-24-000013; filing date 2024-02-26; downloaded 5809311 bytes.
chevron,Oil & gas / energy,2024,Chevron 2024 Annual Report,annual_report_pdf,Chevron annual report archive/page,https://www.chevron.com/-/media/chevron/annual-report/2024/documents/2024-Annual-Report.pdf,2026-04-16,,01_raw_sources/chevron/annual_reports/chevron_2024_annual_report.pdf,02_extracted_text/chevron/chevron_2024_annual_report.txt,Official Chevron annual report PDF downloaded from Chevron.com; sha256=0044b0f397d47c70ca34c572002b0f21a9a575e411ac20a2d612fe642eb56983; bytes=16685931; text_chars=418251; letter_marker_check=to our stockholders; chairman of the board and chief executive officer; sincerely.
chevron,Oil & gas / energy,2024,"Chevron Form 10-K annual report, fiscal 2024",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/cvx-20241231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2024_sec_10k.html,,02_extracted_text/chevron/chevron_2024_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-25-000009; filing date 2025-02-21; downloaded 5960635 bytes.
chevron,Oil & gas / energy,2025,"Chevron Form 10-K annual report, fiscal 2025",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/cvx-20251231.htm,2026-04-16,01_raw_sources/chevron/annual_reports/chevron_2025_sec_10k.html,,02_extracted_text/chevron/chevron_2025_sec_10k.txt,Downloaded from SEC EDGAR; accession 0000093410-26-000078; filing date 2026-02-24; downloaded 6061316 bytes.
forbes,Industry source,list,Forbes Innovative Companies list,benchmark_source,FORBES,https://www.forbes.com/innovative-companies/list/,2026-04-16,01_raw_sources/industry_sources/forbes/forbes_list.html,,02_extracted_text/industry_sources/forbes_list.txt,Benchmark/supporting source requested by user; already exists.
NVIDIA,Technology / digital platforms,2011,NVIDIA 2011 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2011/ar/2011-annual-report-insert-web-ir-update-r3.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2011_annual_report.pdf,02_extracted_text/nvidia/nvidia_2011_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=6a997d668c1ef9daa6b282465a8186dd223e08bcdb5b161ca50195eae8b2496f; bytes=12910278; pages=207; text_chars=704886; narrative_check=contains annual-review narrative material; CEO letter not separately isolated by extraction; markers=annual-review narrative format.
NVIDIA,Technology / digital platforms,2012,NVIDIA 2012 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2012/ar/2012-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2012_annual_report.pdf,02_extracted_text/nvidia/nvidia_2012_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=8d57d5d645db1b6e19c0d6af4ca0369a2dae07d02984c00b10ec4bebf8586afb; bytes=3612284; pages=218; text_chars=930198; narrative_check=contains annual-review narrative material; CEO letter not separately isolated by extraction; markers=annual-review narrative format.
NVIDIA,Technology / digital platforms,2013,NVIDIA 2013 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2013/ar/2013-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2013_annual_report.pdf,02_extracted_text/nvidia/nvidia_2013_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=fb1945c9377f9427e70296d7d3f5e3ecca0f4459ec54a9970c52b44a6098e517; bytes=107524374; pages=236; text_chars=859944; narrative_check=contains annual-review narrative material; CEO letter not separately isolated by extraction; markers=annual-review narrative format.
NVIDIA,Technology / digital platforms,2014,NVIDIA 2014 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2014/ar/2014-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2014_annual_report.pdf,02_extracted_text/nvidia/nvidia_2014_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=ce2918394cbd4d8c40ce8ff03f8cfd0817e4e0961f3842296f84b6b4b811f5fb; bytes=21109743; pages=258; text_chars=904609; narrative_check=contains annual-review narrative material; CEO letter not separately isolated by extraction; markers=annual-review narrative format.
NVIDIA,Technology / digital platforms,2015,NVIDIA 2015 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2015/ar/2015-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2015_annual_report.pdf,02_extracted_text/nvidia/nvidia_2015_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=d117b55406dd95218842975ed9d574fb2ef8ad9bf201bbdcc97a1c2f9ac334d9; bytes=30782065; pages=177; text_chars=549936; narrative_check=contains annual-review narrative material; CEO letter not separately isolated by extraction; markers=annual-review narrative format.
NVIDIA,Technology / digital platforms,2015,"Nvidia Form 10-K annual report, fiscal 2015",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581015000036/nvda-2015x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2015_sec_10k.html,,02_extracted_text/nvidia/nvidia_2015_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-15-000036; filing date 2015-03-12; downloaded 2531713 bytes.
NVIDIA,Technology / digital platforms,2016,NVIDIA 2016 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2016/ar/2016-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2016_annual_report.pdf,02_extracted_text/nvidia/nvidia_2016_annual_report.txt,"Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=a34a4571934084aba597cb5483bad1b6b61d3c8d637e1685a64c9f5253720f09; bytes=15336319; pages=244; text_chars=805937; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; annual-review narrative format. Selected-corpus audit note 2026-04-18: contains a Dear NVIDIANs and Stakeholders section, but the extracted letter section is not cleanly signed by Jensen Huang, so 2016 is background rather than selected under the stricter CEO-letter rule."
NVIDIA,Technology / digital platforms,2016,"Nvidia Form 10-K annual report, fiscal 2016",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000205/nvda-2016x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2016_sec_10k.html,,02_extracted_text/nvidia/nvidia_2016_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-16-000205; filing date 2016-03-17; downloaded 2600507 bytes.
NVIDIA,Technology / digital platforms,2017,NVIDIA 2017 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2017/ar/2017-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2017_annual_report.pdf,02_extracted_text/nvidia/nvidia_2017_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=6b5f765969310e794dca651388af76f2369c7cbba0dc6ffdda589d312f5477c5; bytes=22963965; pages=182; text_chars=556033; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2017,"Nvidia Form 10-K annual report, fiscal 2017",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/nvda-2017x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2017_sec_10k.html,,02_extracted_text/nvidia/nvidia_2017_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-17-000027; filing date 2017-03-01; downloaded 2662224 bytes.
NVIDIA,Technology / digital platforms,2018,NVIDIA 2018 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/annual/2018/NVIDIA2018_AnnualReview-(new).pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2018_annual_report.pdf,02_extracted_text/nvidia/nvidia_2018_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=a7c35f55ab776d55969c49c355d399e53f39c8fb147abea523beace2d5ae60d7; bytes=20385510; pages=197; text_chars=703276; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2018,"Nvidia Form 10-K annual report, fiscal 2018",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/nvda-2018x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2018_sec_10k.html,,02_extracted_text/nvidia/nvidia_2018_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-18-000010; filing date 2018-02-28; downloaded 2440612 bytes.
